submission_date,os,country,reporting_ratio,normalized_pageloads,ratio
2017-11-11T00:00:00,Windows_NT,CH,0.009497086121303691,1.0533642553813233e-05,0.7768714011516314
2017-07-21T00:00:00,Darwin,GB,0.014399393709738537,9.280118871785554e-06,0.6214596949891068
2017-07-20T00:00:00,Windows_NT,FR,0.009455115217332577,0.00011409761256305696,0.5028204370939161
2017-12-25T00:00:00,Windows_NT,SI,0.007670182166826462,2.4219627592940693e-05,0.9049739130434783
2017-07-11T00:00:00,Windows_NT,ES,0.008860759493670886,3.157060047558419e-05,0.6021453730387448
2017-07-11T00:00:00,Windows_NT,AR,0.014643383126446455,2.0892061367127972e-05,0.6010483870967742
2017-07-11T00:00:00,Windows_NT,IT,0.00827532790477258,6.066616561662717e-05,0.5317577137778765
2017-11-17T00:00:00,Windows_NT,MA,0.009158358451194065,5.212400826732565e-05,0.9532598506642531
2017-11-06T00:00:00,Linux,DE,0.010228509249183896,9.091416382017947e-06,0.6434395848776872
2017-07-25T00:00:00,Windows_NT,MX,0.009699321047526674,4.035369046807114e-05,0.7583816959625903
2017-10-09T00:00:00,Windows_NT,PL,0.005500758725341426,5.078455755870737e-05,0.6742750978700817
2017-08-06T00:00:00,Windows_NT,CA,0.013744806501345738,2.831042799611704e-05,0.6485746592870321
2017-08-06T00:00:00,Windows_NT,DE,0.013611573972619731,0.0001616691732647391,0.6398520139648793
2017-07-10T00:00:00,Windows_NT,RO,0.009032013997257294,1.4781133417243041e-05,0.7007865040465063
2017-09-06T00:00:00,Windows_NT,VE,0.00957188437544645,1.51989746445856e-05,0.6422791264826516
2017-08-02T00:00:00,Windows_NT,AT,0.011617216882574175,1.165911811778432e-05,0.6466763005780347
2017-10-16T00:00:00,Windows_NT,VE,0.01058059927091669,0.00012555791912912184,0.9775770913287352
2017-09-28T00:00:00,Windows_NT,ID,0.008003201280512205,5.280973963639187e-05,0.4603432873915263
2017-10-23T00:00:00,Windows_NT,ID,0.006408169908047848,3.687785800029815e-05,0.5946637426900585
2017-04-25T00:00:00,Windows_NT,ES,0.008495499031437145,3.797132153475509e-05,0.5435506056706749
2017-04-25T00:00:00,Windows_NT,FI,0.012195700659611826,1.0729084418215397e-05,0.6615891959798995
2017-04-25T00:00:00,Windows_NT,AR,0.016514237049653793,2.642003341112369e-05,0.5709457305018812
2017-10-06T00:00:00,Windows_NT,IN,0.008710715575843159,7.518783311043975e-05,0.604176937211491
2017-09-19T00:00:00,Windows_NT,MY,0.013851761846901579,1.5945360385362832e-05,0.3131868131868132
2017-04-24T00:00:00,Windows_NT,RO,0.009585089860217439,1.1883202324383355e-05,0.5024812136679427
2017-08-01T00:00:00,Windows_NT,EC,0.005810635538261997,1.012085585744659e-05,0.6965207258198768
2017-08-01T00:00:00,Windows_NT,CN,0.004979927243616157,3.4089441745250024e-05,0.4649829486482479
2017-08-31T00:00:00,Windows_NT,BR,0.00572796505362735,6.788066616292088e-05,0.4511156891459207
2017-10-01T00:00:00,Windows_NT,IN,0.0118850143094114,3.467576733845652e-05,0.6203294300568486
2017-10-01T00:00:00,Windows_NT,UA,0.00984268890226081,1.0794793320902331e-05,0.6168253472764165
2017-05-15T00:00:00,Windows_NT,RU,0.008377356822351406,7.246007122710263e-05,0.6016927476922361
2017-05-15T00:00:00,Windows_NT,GR,0.011277330264672036,2.0646074192966625e-05,0.5240737718296067
2017-05-15T00:00:00,Windows_NT,AR,0.015216800590039206,1.7763306693034693e-05,0.5912928009105568
2017-10-31T00:00:00,Windows_NT,UA,0.007392408318066403,1.3724736443276166e-05,0.746501350356003
2017-10-31T00:00:00,Windows_NT,VE,0.008316655548143207,5.063292162942982e-05,0.9549780380673499
2017-10-31T00:00:00,Windows_NT,IN,0.007259543188059503,8.485883571102963e-05,0.7527101616169638
2017-07-31T00:00:00,Windows_NT,AR,0.016127747690347246,2.269315923821344e-05,0.5276560991907343
2017-07-26T00:00:00,Windows_NT,VN,0.007566970450151892,8.95325920200952e-06,0.5570191945803538
2017-10-17T00:00:00,Windows_NT,BR,0.004807486249017787,4.699365932676882e-05,0.6154094363975333
2017-10-17T00:00:00,Windows_NT,CH,0.007600116924875768,1.0339885533069707e-05,0.7668241811960241
2017-05-16T00:00:00,Windows_NT,CN,0.0050074420582606844,3.776577060840109e-05,0.3314298460852108
2017-05-16T00:00:00,Windows_NT,SK,0.009844134536505332,9.219464500074537e-06,0.6337719298245614
2017-07-02T00:00:00,Windows_NT,NL,0.01580239337220006,1.532870760630083e-05,0.6127720378105078
2017-08-12T00:00:00,Windows_NT,ID,0.007168407291950985,3.173403031047221e-05,0.48611627289620385
2017-03-27T00:00:00,Windows_NT,NL,0.011434691987031034,1.8253596197698747e-05,0.6414066826656821
2017-03-27T00:00:00,Linux,US,0.038166493039113555,1.4902442160665074e-05,0.7322781232334652
2017-09-07T00:00:00,Windows_NT,IR,0.007466797233612829,1.3151889599338787e-05,0.42044581091468103
2017-07-27T00:00:00,Windows_NT,BE,0.00911050156739812,9.018968104696454e-06,0.6179712310853727
2017-05-09T00:00:00,Windows_NT,MX,0.009331167287423727,2.123745431714904e-05,0.6018246727489092
2017-05-09T00:00:00,Darwin,IT,0.018835938971557734,1.0601036300158807e-05,0.6106166560712015
2017-09-29T00:00:00,Windows_NT,ZA,0.00711212573535868,9.753559939863212e-06,0.4266712731041631
2017-09-29T00:00:00,Windows_NT,SI,0.007729793312048395,1.0068625704028772e-05,0.7187081659973227
2017-04-26T00:00:00,Windows_NT,NL,0.014138517456400681,1.8871933820419387e-05,0.6011070440139273
2017-06-08T00:00:00,Windows_NT,CO,0.008281350828135083,1.5023750904087108e-05,0.5287652798026242
2017-08-24T00:00:00,Darwin,US,0.01776192120305367,7.934771210362032e-05,0.712623420745302
2017-08-22T00:00:00,Windows_NT,ID,0.0074613457900466066,4.286410751944377e-05,0.6141268031916984
2017-08-22T00:00:00,Windows_NT,TR,0.006285812024288036,9.507572765701867e-06,0.5296827928406875
2017-04-19T00:00:00,Windows_NT,FR,0.009649763561570105,0.0001015034062147278,0.5916175616233712
2017-10-14T00:00:00,Windows_NT,SI,0.01166044776119403,9.440179019356293e-06,0.46600035695163305
2017-10-13T00:00:00,Windows_NT,ID,0.007426883432498114,4.390871058780017e-05,0.628371896703887
2017-10-13T00:00:00,Windows_NT,TR,0.0061396131202691336,1.087735066017566e-05,0.5326827757125155
2016-12-31T00:00:00,Windows_NT,BR,0.007806757034902525,2.644025153502736e-05,0.5043650035047473
2017-08-18T00:00:00,Windows_NT,CZ,0.009029709356230096,1.662435237979449e-05,0.6405189013884666
2017-07-22T00:00:00,Windows_NT,DE,0.01350656593382654,0.0001576541908262015,0.6124161073825504
2017-08-20T00:00:00,Windows_NT,HU,0.00868211201811919,1.0339885533069707e-05,0.6297865406550431
2017-03-09T00:00:00,Windows_NT,GR,0.009660876757650951,2.662558433747769e-05,0.48535088274378285
2017-03-09T00:00:00,Windows_NT,AR,0.01346812769277742,2.4945795209814256e-05,0.4673780899635283
2017-06-10T00:00:00,Windows_NT,CA,0.013854335471207176,3.10617776906751e-05,0.6149381644608375
2017-08-10T00:00:00,Windows_NT,US,0.013141931886000529,0.00042271716489066175,0.5690530662351432
2017-04-29T00:00:00,Windows_NT,FR,0.010869276179333085,8.447132166954258e-05,0.5869435136428913
2017-05-21T00:00:00,Windows_NT,DE,0.013257065948855989,0.00018940169988594283,0.6331272517012854
2017-05-21T00:00:00,Windows_NT,CA,0.014845663890249878,2.7029946815551134e-05,0.6000124664962913
2017-07-19T00:00:00,Darwin,CA,0.03266157053509382,8.911138110543536e-06,0.6842503308754018
2016-11-27T00:00:00,Windows_NT,TR,0.008081967937110806,1.834963228624119e-05,0.5636764300798824
2017-07-15T00:00:00,Darwin,JP,0.027798461156614544,1.2098862312689192e-05,0.5497841526249826
2017-08-11T00:00:00,Windows_NT,BR,0.005701443103856163,5.977319847754831e-05,0.5614905431688136
2017-05-06T00:00:00,Windows_NT,CA,0.013625629558420931,3.25343310483259e-05,0.6212325220093216
2017-10-27T00:00:00,Windows_NT,BR,0.004868114961835465,5.1702797352665814e-05,0.6185029491315541
2017-03-04T00:00:00,Darwin,CA,0.02356115107913669,9.534530264240097e-06,0.49089945220003534
2017-03-04T00:00:00,Darwin,DE,0.023494671973295675,1.100876846554953e-05,0.6082032445668809
2017-04-04T00:00:00,Windows_NT,CA,0.014566780174044646,4.5529530187411224e-05,0.6281315916071495
2017-04-05T00:00:00,Darwin,GB,0.019670314447984484,9.650784476686211e-06,0.5797835195530726
2017-06-06T00:00:00,Windows_NT,JP,0.017190456098324508,0.0001325567596871097,0.46727083227413696
2017-06-06T00:00:00,Darwin,GB,0.019539945584961662,9.556433231802408e-06,0.7009873060648801
2017-04-16T00:00:00,Windows_NT,NL,0.012200988323785368,1.230946777001911e-05,0.604982206405694
2017-04-16T00:00:00,Windows_NT,EG,0.007069762323943662,9.55474838814377e-06,0.45371186739552105
2017-04-16T00:00:00,Windows_NT,BE,0.01539673880099412,1.0092213515249722e-05,0.6116861435726211
2017-08-16T00:00:00,Windows_NT,BR,0.00577621019271073,6.19988769506109e-05,0.5845698135768248
2017-07-29T00:00:00,Windows_NT,TW,0.013772067658748497,9.381209491303916e-06,0.5147270114942529
2017-07-29T00:00:00,Linux,US,0.042461832061068704,1.2825029929562751e-05,0.8097740409879138
2016-11-12T00:00:00,Windows_NT,ID,0.015945462569391215,5.31837749286098e-05,0.4059114236837103
2016-12-24T00:00:00,Darwin,US,0.024362042539460595,7.006590838817612e-05,0.55340739672005
2017-04-02T00:00:00,Windows_NT,AT,0.015063960092853263,1.4663194361138286e-05,0.6466735608410893
2017-03-10T00:00:00,Windows_NT,DE,0.010812422742642214,0.00027422178419282374,0.4932906523796065
2017-03-10T00:00:00,Windows_NT,CA,0.014882609345083715,5.2993387595183554e-05,0.6457571614790322
2017-03-10T00:00:00,Windows_NT,RO,0.01054353753862934,1.3183901628852934e-05,0.5308626198083067
2017-01-07T00:00:00,Windows_NT,IR,0.007360935355659722,2.8458694238077305e-05,0.26647326978864483
2016-12-10T00:00:00,Windows_NT,US,0.016612489674187075,0.00039973421254316233,0.5510615250386718
2017-02-18T00:00:00,Windows_NT,DE,0.013880377497242309,0.00022991376565792605,0.5433973325516634
2017-02-18T00:00:00,Windows_NT,CA,0.017586656833267145,4.41883946351343e-05,0.6260723681702063
2017-04-30T00:00:00,Windows_NT,AR,0.021022035960524536,1.3212543971049803e-05,0.4563886763580719
2017-04-30T00:00:00,Windows_NT,GR,0.011098713958541312,1.478281826090168e-05,0.40004558924093914
2017-03-19T00:00:00,Windows_NT,AU,0.012931318862571749,2.529961237812852e-05,0.5757858284496538
2017-03-19T00:00:00,Darwin,DE,0.01993067590987868,2.263755939747834e-05,0.6932866924679965
2017-03-26T00:00:00,Windows_NT,IT,0.009041470656924566,4.214973380818068e-05,0.498381100851421
2017-03-26T00:00:00,Windows_NT,ES,0.01052170100832968,3.2074368729517356e-05,0.45731995587540053
2017-03-26T00:00:00,Darwin,NL,0.020595968448729185,1.0198358665744e-05,0.3517264166528994
2017-08-25T00:00:00,Windows_NT,US,0.012772560476330075,0.0003685814532949207,0.6988750382834391
2017-06-28T00:00:00,Windows_NT,CO,0.010906770319661195,1.0841968943344234e-05,0.6891996891996892
2017-06-04T00:00:00,Darwin,DE,0.014844069181533434,1.098012612335266e-05,0.651833665797146
2016-12-18T00:00:00,Windows_NT,IR,0.009348426964314009,3.786349154060217e-05,0.21425710853023627
2017-01-21T00:00:00,Windows_NT,UA,0.011597062369834484,2.967178167229764e-05,0.3839077849071603
2017-02-12T00:00:00,Windows_NT,RU,0.011898314405459227,8.013284924854625e-05,0.4934084649187359
2017-02-12T00:00:00,Windows_NT,PT,0.021160537947898052,1.1155349863851153e-05,0.3387705784624679
2017-02-12T00:00:00,Windows_NT,FI,0.017794599480284713,1.0575763645279217e-05,0.6104827146726143
2017-02-12T00:00:00,Windows_NT,VN,0.012792447667259543,1.2727308997361669e-05,0.2627746889065396
2017-02-12T00:00:00,Windows_NT,GR,0.016490146132189302,1.8898891318957617e-05,0.4411161629669252
2017-07-05T00:00:00,Windows_NT,RO,0.008957043706621646,1.1681021085346631e-05,0.6363767488821578
2017-05-30T00:00:00,Windows_NT,AR,0.015262905545788717,1.7653791855223138e-05,0.5092574918877648
2017-04-01T00:00:00,Windows_NT,NL,0.013346228239845262,2.0231602652941348e-05,0.44245502998001335
2017-05-20T00:00:00,Darwin,DE,0.01538852855144347,1.2430776513441144e-05,0.6408240715641095
2016-11-20T00:00:00,Windows_NT,VE,0.013891484457733756,1.0088843827932444e-05,0.5756513026052105
2016-11-20T00:00:00,Windows_NT,UA,0.009126612219395725,2.3486720601432574e-05,0.40781922525107606
2017-01-13T00:00:00,Darwin,US,0.02429559033230447,0.00012196920213622002,0.5829373411426677
2017-03-06T00:00:00,Darwin,GB,0.02017903201335154,9.618772447172064e-06,0.6346120161149063
2017-05-27T00:00:00,Windows_NT,ES,0.009539070128439449,2.032258421050787e-05,0.5653291328137954
2017-06-30T00:00:00,Windows_NT,FR,0.008988828035271896,0.00010343760673484577,0.6034889971169352
2017-06-30T00:00:00,Darwin,JP,0.03224489795918367,1.4142577670618725e-05,0.5663569216106743
2017-06-16T00:00:00,Darwin,GB,0.016966759002770084,1.1168828613120268e-05,0.6589229144667371
2017-02-11T00:00:00,Windows_NT,FR,0.010211193241816262,0.00011327203917032368,0.5375873865833706
2017-04-14T00:00:00,Windows_NT,FR,0.009941876671174752,9.57361863712053e-05,0.6153602477913485
2017-07-04T00:00:00,Darwin,CA,0.03224137931034483,9.91698977475123e-06,0.6326877336051648
2017-08-05T00:00:00,Darwin,DE,0.014755412991178829,1.2331370737581421e-05,0.6748189643393906
2017-07-12T00:00:00,Windows_NT,NL,0.012233693381870263,1.8101960268421205e-05,0.6021034996276992
2017-03-05T00:00:00,Windows_NT,DE,0.013663003775344029,0.0002262627094496546,0.5802983029644136
2017-03-05T00:00:00,Windows_NT,CA,0.018159644810305076,4.4803362570537664e-05,0.5825060168471721
2017-06-26T00:00:00,Windows_NT,IT,0.008527717356680653,5.5862676345846375e-05,0.4826577391723971
2017-06-26T00:00:00,Windows_NT,ES,0.010131321752057925,3.5110457002385466e-05,0.6102979989442872
2017-03-25T00:00:00,Windows_NT,RO,0.011823239888722447,1.3099659445920967e-05,0.32938906752411573
2017-01-08T00:00:00,Darwin,US,0.026119997269686696,9.579852558657495e-05,0.5830563323308535
2017-06-01T00:00:00,Windows_NT,JP,0.016927775836131836,0.0001363543972936828,0.4813666131224515
2016-11-26T00:00:00,Windows_NT,BR,0.008685658717705042,4.4506830086617136e-05,0.48856753482737736
2017-03-12T00:00:00,Windows_NT,NL,0.013481273904646495,1.3443367552283395e-05,0.6280235618498559
2016-12-09T00:00:00,Darwin,US,0.023404436134953684,0.00012323451972385817,0.6005085927566548
2017-01-19T00:00:00,Windows_NT,MY,0.012287951283166594,1.847599556063914e-05,0.40880904614262265
2016-11-05T00:00:00,Windows_NT,VE,0.01290209586082083,1.1507482188506778e-05,0.6575402635431918
2016-11-13T00:00:00,Windows_NT,LT,0.010343506576427021,8.51014531978737e-06,0.3072658879429816
2016-12-03T00:00:00,Windows_NT,IR,0.007879515051664548,1.9495325974115948e-05,0.329617146314061
2016-11-15T00:00:00,Windows_NT,UA,0.009995684074233924,3.267585791565161e-05,0.4757657007321852
2016-11-15T00:00:00,Windows_NT,HU,0.01156116536546884,3.148130376167631e-05,0.4649183837302649
2016-11-15T00:00:00,Windows_NT,SE,0.011468024106254754,1.4745751700411615e-05,0.6403107861060329
2017-04-07T00:00:00,Windows_NT,CO,0.008963218013882057,1.741791374301363e-05,0.4800735151866899
2017-05-25T00:00:00,Windows_NT,GR,0.011216821530374264,2.1675513668395272e-05,0.605829770695686
2017-05-25T00:00:00,Windows_NT,AR,0.01733604473817997,1.2634642596136505e-05,0.5582077610348046
2017-06-23T00:00:00,Windows_NT,CO,0.0075506766567927045,9.841171810112459e-06,0.6985105290190036
2017-06-23T00:00:00,Windows_NT,MX,0.01053079459631954,2.1272836033980467e-05,0.6110407096467606
2017-06-20T00:00:00,Windows_NT,CA,0.013988664074342582,3.645833192929695e-05,0.6815934192892462
2017-06-20T00:00:00,Windows_NT,RO,0.010410693016895319,1.54045255709396e-05,0.5428196434430712
2017-07-06T00:00:00,Darwin,GB,0.017170329670329672,1.1574875934852352e-05,0.6876273653566229
2016-11-23T00:00:00,Windows_NT,IR,0.008425999068278948,2.17580710076686e-05,0.28124516029115687
2017-01-28T00:00:00,Windows_NT,ID,0.010615228100235597,3.0303598044287396e-05,0.5302457466918714
2016-12-29T00:00:00,Darwin,SE,0.017699115044247787,1.9117920994580733e-05,0.06292412091301666
2017-05-10T00:00:00,Windows_NT,GR,0.012040800674898381,2.2878492040663768e-05,0.5549745931217321
2017-06-19T00:00:00,Windows_NT,AU,0.013067774752829919,2.5121018950312747e-05,0.6690140845070423
2017-06-19T00:00:00,Darwin,CA,0.0277504105090312,9.121743567873455e-06,0.6455485777613594
2017-04-10T00:00:00,Windows_NT,IT,0.00875772085654782,6.903646891274748e-05,0.46120805369127515
2017-04-10T00:00:00,Windows_NT,GR,0.008529997156667614,1.1787166235840911e-05,0.6612349914236707
2017-03-03T00:00:00,Windows_NT,TH,0.009465928037433442,9.876553526943885e-06,0.49675878539747526
2017-05-17T00:00:00,Windows_NT,AT,0.010429627461026129,1.3357440525692787e-05,0.6630928355196771
2016-11-07T00:00:00,Windows_NT,ID,0.012000421992861287,6.317826751165844e-05,0.5000533361779295
2017-06-02T00:00:00,Windows_NT,NL,0.015361293582617484,1.7219102191294183e-05,0.6775929549902152
2017-06-02T00:00:00,Linux,US,0.013075369405761667,1.1965759663656682e-05,0.6662911855815263
2016-12-23T00:00:00,Windows_NT,IR,0.008224635353081025,1.2398764483926996e-05,0.2727272727272727
2016-12-23T00:00:00,Windows_NT,CZ,0.010544205889493948,2.1594641172780583e-05,0.5268003432940626
2017-05-11T00:00:00,Windows_NT,CA,0.01298999885044258,3.814823011891222e-05,0.6768395018107941
2017-01-09T00:00:00,Windows_NT,ZA,0.013582705162850236,1.3450106926917953e-05,0.5941375422773394
2017-02-08T00:00:00,Windows_NT,DE,0.011339723819299333,0.0002715563615248563,0.5581103886434705
2017-02-08T00:00:00,Windows_NT,LV,0.015589569160997732,9.738396346935458e-06,0.6923875432525951
2017-02-03T00:00:00,Windows_NT,CA,0.016981492081663805,6.291374705725206e-05,0.593128196888139
2017-06-05T00:00:00,Windows_NT,CA,0.01217842120708207,3.6576270985401704e-05,0.669768298862223
2017-06-05T00:00:00,Windows_NT,DE,0.013636917956112223,0.00022402355222732288,0.6382629884780843
2017-01-06T00:00:00,Windows_NT,UA,0.011083975201953785,2.8554730326619748e-05,0.4491385414208166
2017-01-06T00:00:00,Windows_NT,IN,0.01130942887384187,0.00011678325335492808,0.5500476094295524
2017-01-06T00:00:00,Windows_NT,VE,0.019663975971466116,2.5257491286662535e-05,0.6531252084584084
2017-02-17T00:00:00,Darwin,DE,0.019957451119440785,1.6617613005159935e-05,0.5844063672310656
2017-05-08T00:00:00,Windows_NT,GB,0.014400655972941117,6.530959473983722e-05,0.6467249696875886
2017-03-15T00:00:00,Darwin,JP,0.04708209693372898,2.0998206517622252e-05,0.5302896573858622
2017-04-28T00:00:00,Windows_NT,TW,0.010334248344905539,9.99280773939e-06,0.5862417804754679
2017-04-28T00:00:00,Darwin,FR,0.016431219316701735,1.5116417305312272e-05,0.5386758805171645
2017-04-28T00:00:00,Linux,US,0.014707314697574754,1.1403021881671138e-05,0.6143617021276596
2016-12-12T00:00:00,Windows_NT,ID,0.012107827216628776,3.7834849198405304e-05,0.5257837548984681
2017-02-01T00:00:00,Windows_NT,FR,0.010067815851581872,0.0001397796844516966,0.565830550968504
2017-01-16T00:00:00,Windows_NT,UA,0.011393390418229425,4.0267763441480524e-05,0.41602510460251046
2017-01-16T00:00:00,Windows_NT,VE,0.014599317988064792,2.391298604706833e-05,0.6779398294934122
2016-11-08T00:00:00,Windows_NT,PL,0.008885539529259188,0.00011232347219050972,0.5572472137639312
2017-03-31T00:00:00,Windows_NT,JP,0.01724928457366915,0.00015239747861124672,0.37454119311900236
2017-03-31T00:00:00,Darwin,GB,0.030124426981008513,1.3071017103724098e-05,0.6172982727507089
2017-03-01T00:00:00,Windows_NT,JP,0.018428284087367915,0.0001544428788128349,0.33940610477167105
2017-06-15T00:00:00,Windows_NT,CN,0.00586055504088291,2.8686148131993616e-05,0.39175378832374014
2017-06-15T00:00:00,Darwin,JP,0.02574447646493756,1.5025435747745747e-05,0.5409284592958062
2017-06-15T00:00:00,Windows_NT,SK,0.01210485736314572,9.002119668110061e-06,0.68819015534344
2017-02-28T00:00:00,Windows_NT,BE,0.010426803837063812,1.88466611655398e-05,0.5843912032898265
2017-02-28T00:00:00,Windows_NT,SK,0.011261679351525276,1.1291822200200941e-05,0.5990749030140257
2017-02-28T00:00:00,Windows_NT,EG,0.008328462887200468,1.4120674703056414e-05,0.4343157141152607
2017-02-27T00:00:00,Windows_NT,RU,0.009549259020802114,0.00011249869593100821,0.5273397133486094
2017-02-27T00:00:00,Windows_NT,GR,0.014749408050513023,1.6038026786587998e-05,0.5219035612984557
2017-02-27T00:00:00,Windows_NT,FI,0.012662649550257619,1.111154392872653e-05,0.6104624715693707
2017-03-13T00:00:00,Windows_NT,CO,0.007832126496231712,1.3224337876660279e-05,0.3912600331252389
2017-03-14T00:00:00,Windows_NT,RU,0.009339342997523044,8.407369856610369e-05,0.5548496993987976
2017-03-02T00:00:00,Linux,US,0.03162992982109321,8.87238670639483e-06,0.6629320167109761
2017-03-02T00:00:00,Windows_NT,NL,0.012773519937798511,1.9348744575814326e-05,0.6181644026471612
2016-12-08T00:00:00,Windows_NT,CZ,0.010862168245825263,2.9870593224017083e-05,0.5337018444356704
2017-05-05T00:00:00,Windows_NT,CL,0.021038912679203128,8.42927282417268e-06,0.6671996801918849
2017-03-21T00:00:00,Windows_NT,JP,0.017853161094676755,0.00014096581438737872,0.37611005533842495
2017-03-20T00:00:00,Windows_NT,DE,0.010653614301625208,0.00024204295515647075,0.6167243263561628
